,filename,bound,compressor,ssim,psnr,cBW,dBW,CR,normalize_time,diff_time,comp_time,encoding_time,de_comp_time,total_time,diff,thread,uncompressed_size_bytes,compressed_size_bytes,decompressed_size_bytes
0,imgs/*.png,0.0009118819655545162,zfp,0.0020349780981193883,94.0157655786416,18.002231502320196,37.86235664145885,0.36244239631336406,0.024441242218017578,1.6689300537109375e-06,0.05524444580078125,0.07968878746032715,0.03788924217224121,0.11757898330688477,base,1,7913472,3958080,7913472
1,imgs/*.png,0.0009118819655545162,zfp,0.0021074057122078198,94.03254332623791,32.540707952117586,40.88456333079306,0.3658499551035645,0.0012810230255126953,1.1920928955078125e-06,0.04329085350036621,0.04457426071166992,0.035477399826049805,0.08005237579345703,base,1,7913472,3964680,7913472
2,imgs/*.png,0.0009118819655545162,zfp,0.0021605075180339073,94.04365223002016,33.47207244952936,41.69893163966414,0.36530095862764883,0.001024007797241211,9.5367431640625e-07,0.042235612869262695,0.04326152801513672,0.03472638130187988,0.0779886245727539,base,1,7913472,3964000,7913472
3,imgs/*.png,0.0009118819655545162,zfp,0.0021391662880760162,94.03713658721102,32.69927251977804,40.80194612295972,0.3644702754915016,0.0010356903076171875,4.76837158203125e-07,0.04308891296386719,0.044126272201538086,0.03536343574523926,0.07949066162109375,base,1,7913472,3958888,7913472
4,imgs/*.png,0.0009118819655545162,zfp,0.0023940668638387595,94.16853804382853,31.856935117252235,40.416741243980915,0.3550100350921655,0.0009124279022216797,7.152557373046875e-07,0.04270529747009277,0.04362010955810547,0.034381866455078125,0.0780029296875,base,1,7913472,3914264,7913472
5,imgs/*.png,0.0009118819655545162,zfp,0.0021308915000072767,94.04040667802656,32.8879018512806,40.88274110664038,0.3645858585246418,0.001018524169921875,7.152557373046875e-07,0.04288029670715332,0.043900489807128906,0.035315513610839844,0.07921671867370605,base,1,7913472,3960096,7913472
6,imgs/*.png,0.0009118819655545162,zfp,0.002389760945260566,94.0753618477032,31.83908995140092,39.55925598184793,0.35064324890286747,0.0009112358093261719,7.152557373046875e-07,0.042170047760009766,0.04308295249938965,0.03467512130737305,0.0777592658996582,base,1,7913472,3912016,7913472
7,imgs/*.png,0.0009118819655545162,zfp,0.00236419871141342,94.07609250675739,29.854783122305815,36.627030214849114,0.3509793364258132,0.0009958744049072266,2.384185791015625e-07,0.044985055923461914,0.04598355293273926,0.03748130798339844,0.0834660530090332,base,1,7913472,3911424,7913472
8,imgs/*.png,0.0009118819655545162,zfp,0.0023911642669413847,94.07448479871982,30.902158836084816,38.52460284295035,0.3500138644172545,0.0010437965393066406,2.384185791015625e-07,0.043233633041381836,0.044278621673583984,0.03551769256591797,0.07979726791381836,base,1,7913472,3909288,7913472
9,imgs/*.png,0.0009118819655545162,zfp,0.002098159665013132,93.98158842347343,30.569417448324376,38.47186058539223,0.34677125957053684,0.0009412765502929688,4.76837158203125e-07,0.043457746505737305,0.04440045356750488,0.03528022766113281,0.0796816349029541,base,1,7913472,3914096,7913472
10,imgs/*.png,0.0009118819655545162,zfp,0.0020027627410217274,93.9598918963734,31.744748782504487,39.17495543403916,0.34912026583083344,0.0009214878082275391,4.76837158203125e-07,0.04224824905395508,0.04317164421081543,0.03498339653015137,0.0781557559967041,base,1,7913472,3925504,7913472
11,imgs/*.png,0.0009118819655545162,zfp,0.0022822748724860378,94.19709329648569,32.0247308907563,39.77933301032945,0.35561918516948116,0.0008909702301025391,4.76837158203125e-07,0.04268670082092285,0.0435791015625,0.035083770751953125,0.07866382598876953,base,1,7913472,3924448,7913472
12,imgs/*.png,0.0009118819655545162,zfp,0.0016952450989136838,94.14488795223876,33.18814597846319,41.217743327095825,0.37050303236468085,0.00086212158203125,7.152557373046875e-07,0.04350614547729492,0.04436969757080078,0.035726070404052734,0.08009672164916992,base,1,7913472,3974456,7913472
13,imgs/*.png,0.0009118819655545162,zfp,0.0017097898659809584,94.14029455587564,33.55187974990492,41.6396410376244,0.3705864941435156,0.0009183883666992188,9.5367431640625e-07,0.04296278953552246,0.04388284683227539,0.03535938262939453,0.07924294471740723,base,1,7913472,3973032,7913472
14,imgs/*.png,0.0009118819655545162,zfp,0.002008831388925672,94.17451687551782,32.586707512912255,41.085743641173465,0.3658371220373285,0.0009992122650146484,4.76837158203125e-07,0.04311084747314453,0.04411172866821289,0.03498673439025879,0.07909989356994629,base,1,7913472,3929224,7913472
15,imgs/*.png,0.0009118819655545162,zfp,0.0022922930719202024,94.19515284150982,31.905759193286077,39.874347365588406,0.3604024348062408,0.0009484291076660156,7.152557373046875e-07,0.04294133186340332,0.04389166831970215,0.035120248794555664,0.07901310920715332,base,1,7913472,3885648,7913472
16,imgs/*.png,0.0009118819655545162,zfp,0.0014670908584803327,94.09150590172996,34.559656345024976,43.08948916386925,0.37702296393970297,0.001008749008178711,7.152557373046875e-07,0.04280567169189453,0.04381608963012695,0.03514242172241211,0.07895922660827637,base,1,7913472,4016384,7913472
17,imgs/*.png,0.0009118819655545162,zfp,0.0020635715706278407,94.02349977495355,34.062431038143785,42.03781062729306,0.3705167570883807,0.0010190010070800781,4.76837158203125e-07,0.04238295555114746,0.04340362548828125,0.035169124603271484,0.07857346534729004,base,1,7913472,3990192,7913472
18,imgs/*.png,0.0009118819655545162,zfp,0.0021078938602776156,94.02730115240865,34.299003267261305,42.37141926222325,0.37112645874264244,0.0010797977447509766,7.152557373046875e-07,0.04214048385620117,0.04322218894958496,0.034987688064575195,0.07821106910705566,base,1,7913472,3994536,7913472
19,imgs/*.png,0.0009118819655545162,zfp,0.002417791977847413,94.00298725195718,29.98387940796513,38.181490865966715,0.34364485924137567,0.0009493827819824219,7.152557373046875e-07,0.04401421546936035,0.04496502876281738,0.035310983657836914,0.0802769660949707,base,1,7913472,3923312,7913472
20,imgs/*.png,0.0009118819655545162,zfp,0.0022585221734077333,93.97317598654797,31.037390007594333,38.34238519507325,0.3475547056209822,0.0010039806365966797,4.76837158203125e-07,0.042946577072143555,0.043951988220214844,0.035578250885009766,0.07953095436096191,base,1,7913472,3925008,7913472
21,imgs/*.png,0.0009118819655545162,zfp,0.0019649889782590063,94.05602386747482,31.425687883896284,39.750666536780145,0.35493611882697085,0.0009756088256835938,4.76837158203125e-07,0.04313158988952637,0.04410910606384277,0.03487133979797363,0.07898139953613281,base,1,7913472,3905376,7913472
